iter	Logloss
433	0.1725107674
434	0.1722682669
435	0.1721381935
436	0.1719775611
437	0.1718103996
438	0.1715854256
439	0.1712684563
440	0.1711313936
441	0.1709214134
442	0.1707259764
443	0.1704311693
444	0.1700385703
445	0.1699092352
446	0.1696360151
447	0.1694162986
448	0.1690936665
449	0.1688859388
450	0.1687773317
451	0.1686461043
452	0.1684720082
453	0.1682981369
454	0.1679794598
455	0.1678301319
456	0.1676095877
457	0.1674299857
458	0.1672574615
459	0.1671206398
460	0.166928908
461	0.1668066989
462	0.1666181307
463	0.1664280453
464	0.1662535513
465	0.1660686076
466	0.165938184
467	0.1656959181
468	0.1655963597
469	0.1654383598
470	0.16516439
471	0.1649379068
472	0.1647562247
473	0.1645732186
474	0.1643737518
475	0.1642496948
476	0.1640901282
477	0.1638545688
478	0.1635763304
479	0.1632820201
480	0.1631612869
481	0.1630214659
482	0.1628389629
483	0.1626667586
484	0.1623993487
485	0.1622770528
486	0.1622030219
487	0.1620277964
488	0.1618087372
489	0.1615064503
490	0.1612917251
491	0.1611898643
492	0.1609101325
493	0.1607629295
494	0.1606585312
495	0.1603991733
496	0.1601866016
497	0.1600017545
498	0.1597377474
499	0.1594763326
500	0.159366968
501	0.1591453346
502	0.1589530661
503	0.1587889125
504	0.1585690051
505	0.158409588
506	0.1582172396
507	0.1579932571
508	0.1578168291
509	0.1576945674
510	0.1575585649
511	0.1573536541
512	0.1571485184
513	0.1570182324
514	0.1568381929
515	0.1566485051
516	0.1564629759
517	0.1561996719
518	0.1560146459
519	0.1558828939
520	0.1556639071
521	0.1554953882
522	0.1552369411
523	0.1549713358
524	0.1548650657
525	0.1545805274
526	0.1543768846
527	0.1542222662
528	0.1537768429
529	0.1535392722
530	0.1532779027
531	0.1532452166
532	0.1530243612
533	0.1528311061
534	0.1526763306
535	0.1525300285
536	0.1523099175
537	0.1521232129
538	0.1519554198
539	0.1517594506
540	0.1515405495
541	0.1513136305
542	0.1510417131
543	0.1509098585
544	0.1507140539
545	0.1505290642
546	0.1504080204
547	0.1502317185
548	0.150004134
549	0.1497223068
550	0.1494836179
551	0.1493076345
552	0.1490572691
553	0.1488511072
554	0.1486388739
555	0.1484657285
556	0.1483348238
557	0.1481905994
558	0.1479980203
559	0.147778076
560	0.1475187103
561	0.1473538182
562	0.1471918495
563	0.1470632275
564	0.1469213324
565	0.1467580697
566	0.1466778755
567	0.1464960324
568	0.1463345175
569	0.1462467004
570	0.1460682205
571	0.1459599136
572	0.1458402599
573	0.1456279671
574	0.1455075845
575	0.1453878935
576	0.1452751639
577	0.145220787
578	0.1452038037
579	0.1448928714
580	0.1448044857
581	0.1446644108
582	0.1445306786
583	0.1444319888
584	0.1443234258
585	0.144185962
586	0.1440961753
587	0.1438905812
588	0.1437543333
589	0.1436300977
590	0.1435785665
591	0.1434517438
592	0.1434253255
593	0.1432590477
594	0.1429695904
595	0.1427944173
596	0.1425926359
597	0.1422432599
598	0.1421257598
599	0.1419430682
600	0.1418286851
601	0.1417305212
602	0.141557215
603	0.1414001311
604	0.1411864958
605	0.1410346584
606	0.1408458218
607	0.1406186527
608	0.1405547846
609	0.1404219172
610	0.1403366119
611	0.1402102047
612	0.1400024264
613	0.1398941742
614	0.1397884018
615	0.1395998391
616	0.1394013627
617	0.1392639805
618	0.1390242653
619	0.1388016995
620	0.1387049499
621	0.1385473657
622	0.1384520531
623	0.138354357
624	0.1382398384
625	0.13808348
626	0.1379387881
627	0.1378121458
628	0.1375453657
629	0.137338834
630	0.1372614611
631	0.1370845858
632	0.1368873726
633	0.1367303629
634	0.136658181
635	0.1365328049
636	0.1364495884
637	0.1362986126
638	0.1360937194
639	0.1359907846
640	0.135904951
641	0.1357609938
642	0.1355353302
643	0.1353954644
644	0.135293283
645	0.1352782258
646	0.1351890368
647	0.135050251
648	0.1349410286
649	0.1349304169
650	0.1348314612
651	0.1346968582
652	0.1344698224
653	0.1342570158
654	0.1341191471
655	0.1340200244
656	0.1338348326
657	0.1337546091
658	0.1336900101
659	0.1335841038
660	0.13357735
661	0.1333815433
662	0.1333183044
663	0.1331497888
664	0.133096581
665	0.1329527751
666	0.132844862
667	0.1327439884
668	0.1325177229
669	0.132404094
670	0.1323438823
671	0.1322226309
672	0.1320431052
673	0.132033466
674	0.1318422277
675	0.1316410176
676	0.1314319281
677	0.1312932414
678	0.678	0.12833679	0679	0.128241680	0680	0.128087681	0681	0.127913682	0682	0.12776683	0.683	0.12759684	0.684	0.12745685	0.685	0.1272726812
686	0.1271116657
687	0.1269467011
688	0.1268266716
689	0.1266822885
690	0.1265151514
691	0.1263255448
692	0.1261629391
693	0.1260322823
694	0.1258285097
695	0.1257312646
696	0.1256060757
697	0.1254200548
698	0.1252290546
699	0.1250709959
700	0.1249402757
701	0.1247623696
702	0.1245945247
703	0.1244351705
704	0.1242796338
705	0.1240971998
706	0.123982123
707	0.1237971567
708	0.1236498727
709	0.1234724506
710	0.1233324056
711	0.1231715903
712	0.1230209756
713	0.1229423432
714	0.1227670545
715	0.1226012581
716	0.1224770957
717	0.1223209443
718	0.12217183
719	0.1220112682
720	0.1218550663
721	0.1217048855
722	0.12162488
723	0.1214603053
724	0.1213658719
725	0.1212617604
726	0.1211290045
727	0.1209985229
728	0.1208621933
729	0.1206963435
730	0.1205427235
731	0.1203426498
732	0.1202168059
733	0.1200273375
734	0.119870553
735	0.1197355304
736	0.1196091246
737	0.1194790173
738	0.119324569
739	0.1191903389
740	0.1190393285
741	0.1189561166
742	0.1187899306
743	0.118665169
744	0.1185108675
745	0.118321297
746	0.1182383635
747	0.1181014428
748	0.1179963289
749	0.1178774191
750	0.1176849595
751	0.1175604186
752	0.1174142317
753	0.1172903371
754	0.1171555625
755	0.1170341432
756	0.1168541752
757	0.116753896
758	0.1166014903
759	0.1164125279
760	0.116260742
761	0.1161598946
762	0.1160532319
763	0.1159509782
764	0.1158133235
765	0.1156420363
766	0.1155778736
767	0.115500654
768	0.1153990746
769	0.1152651992
770	0.1151411598
771	0.115018589
772	0.1148157864
773	0.1146703469
774	0.1145172158
775	0.1143173709
776	0.1142446739
777	0.1141709489
778	0.1140401535
779	0.1139465949
780	0.1138265947
781	0.1136906302
782	0.113557858
783	0.113445074
784	0.113363794
785	0.1132598139
786	0.1131101687
787	0.1129572884
788	0.1128719538
789	0.112756947
790	0.1126113204
791	0.1124592579
792	0.1123393531
793	0.1121985467
794	0.1120489836
795	0.1118622048
796	0.1117060811
797	0.1115964269
798	0.1114339437
799	0.1113398391
800	0.1112281918
801	0.1111143728
802	0.1109798004
803	0.1108361228
804	0.1106976628
805	0.1105728967
806	0.110411028
807	0.1103088302
808	0.1101763478
809	0.1100486306
810	0.1100010148
811	0.1099115271
812	0.1097419668
813	0.1096576211
814	0.1095368926
815	0.1093955429
816	0.1092782881
817	0.1092108732
818	0.1091248679
819	0.1090281605
820	0.1088843464
821	0.1087957085
822	0.1086462388
823	0.1084711765
824	0.1083587943
825	0.1082503823
826	0.1081303162
827	0.108057446
828	0.1079912771
829	0.1079009845
830	0.1076921862
831	0.107562178
832	0.1074626743
833	0.1073150628
834	0.1071742551
835	0.1070408591
836	0.1069465877
837	0.1068044094
838	0.1066837258
839	0.1065498543
840	0.1065436633
841	0.1063913578
842	0.1062372527
843	0.1061127499
844	0.1060637883
845	0.1059606818
846	0.105870455
847	0.1057350663
848	0.1056274973
849	0.1055438283
850	0.1054268866
851	0.1053285783
852	0.1052169404
853	0.1050963269
854	0.10499313
855	0.1049417049
856	0.1048428338
857	0.1047383136
858	0.1047324264
859	0.1045720209
860	0.1044725876
861	0.1043707592
862	0.1042860967
863	0.10419162
864	0.1040904365
865	0.1040135986
866	0.1038903318
867	0.1038147293
868	0.1037214397
869	0.1036236165
870	0.1035274796
871	0.1034176308
872	0.1033274344
873	0.1032375583
874	0.1031012452
875	0.102987757
876	0.102970607
877	0.1029103344
878	0.1028022887
879	0.1026505498
880	0.1025361533
881	0.1024338778
882	0.1023714098
883	0.1022475607
884	0.1021758281
885	0.1021585892
886	0.1020981361
887	0.1020121211
888	0.1018882153
889	0.1017800496
890	0.1016627397
891	0.1015946977
892	0.1015011183
893	0.1013797479
894	0.1012894108
895	0.1011968336
896	0.1010915744
897	0.1009897375
898	0.1008836163
899	0.1008079035
900	0.1006946621
901	0.1005511746
902	0.100438
903	0.1004084643
904	0.1002990031
905	0.1002056705
906	0.1001022936
907	0.1000128605
908	0.09997052303
909	0.09988211662
910	0.09977291025
911	0.09958610587
912	0.09946413193
913	0.09934877058
914	0.09927130197
915	0.09916211733
916	0.09906219966
917	0.09896287853
918	0.09888123604
919	0.09880945009
920	0.09873729743
921	0.09867099357
922	0.09860708185
923	0.09848362151
924	0.09838404503
925	0.09823577809
926	0.09823102346
927	0.09813939669
928	0.09805553286
929	0.09796981068
930	0.0979138959
931	0.0977946571
932	0.0976757642
933	0.09761006519
934	0.09752121323
935	0.09737987498
936	0.09729907936
937	0.09717932497
938	0.09708121492
939	0.09696602993
940	0.09685022812
941	0.09677719778
942	0.09666534757
943	0.09654022426
944	0.0964320178
945	0.09635814102
946	0.09627538109
947	0.09616219077
948	0.09607090133
949	0.09597720012
950	0.09586578893
951	0.09579865421
952	0.0957357458
953	0.09563902937
954	0.09554291002
955	0.09537776933
956	0.09526768433
957	0.09514314186
958	0.09502670393
959	0.09488939623
960	0.09479460553
961	0.09468650456
962	0.09457851013
963	0.094485435
964	0.09432347117
965	0.09426692857
966	0.09420142841
967	0.09412192395
968	0.09406579297
969	0.09397337758
970	0.09390008909
971	0.09381014117
972	0.09365454419
973	0.09359593843
974	0.09341042522
975	0.09332991352
976	0.093254544
977	0.09315049124
978	0.09303896896
979	0.09297849808
980	0.0928642434
981	0.092761865
982	0.09268934462
983	0.09259180057
984	0.09251946427
985	0.09244274869
986	0.09238428576
987	0.09232072778
988	0.09223463571
989	0.09214738455
990	0.09213704781
991	0.09203480832
992	0.09195748752
993	0.0918993839
994	0.09181214217
995	0.09171403555
996	0.09156929542
997	0.09142977117
998	0.09133495489
999	0.09119536255
4166
999	0.09148400069
